1725852263.8575802,0.00
1725852263.9585414,0.00
1725852264.0585692,0.00
1725852264.159568,0.00
1725852264.2605555,0.00
1725852264.3615594,0.00
1725852264.462525,0.00
1725852264.5625284,0.00
1725852264.6635246,0.00
1725852264.7635555,0.00
1725852264.8645067,0.00
1725852264.965127,0.00
1725852265.0651278,0.00
1725852265.166131,0.00
1725852265.266716,0.00
1725852265.3677137,0.00
1725852265.4687138,0.00
1725852265.5696828,0.00
1725852265.670026,0.00
1725852265.770058,0.00
1725852265.8700964,0.00
1725852265.9705544,0.00
1725852266.0708818,0.00
1725852266.171484,0.00
1725852266.2715945,0.00
1725852266.3725936,0.00
1725852266.472594,0.00
1725852266.5735662,0.00
1725852266.673895,0.00
1725852266.7741597,0.62
1725852266.874205,84.47
1725852266.9751737,84.47
1725852267.0759282,84.47
1725852267.1759481,84.47
1725852267.2760453,84.47
1725852267.3765967,84.47
1725852267.4775972,84.47
1725852267.577599,84.47
1725852267.6776323,84.47
1725852267.7777674,84.47
1725852267.8787425,86.32
1725852267.9792218,89.41
1725852268.0798807,92.50
1725852268.1802652,94.35
1725852268.2807703,96.20
1725852268.3817475,98.05
1725852268.4818668,99.29
1725852268.5819023,102.99
1725852268.6821606,106.70
1725852268.78313,109.79
1725852268.8831317,112.87
1725852268.984131,115.34
1725852269.084639,117.81
1725852269.1846726,120.90
1725852269.2846935,123.99
1725852269.384722,126.46
1725852269.4856932,127.69
1725852269.586692,128.31
1725852269.6866927,125.84
1725852269.7875266,121.52
1725852269.8880796,117.20
1725852269.9881368,112.87
1725852270.088491,108.55
1725852270.1891694,104.23
1725852270.2899382,99.91
1725852270.39019,96.82
1725852270.4901953,91.88
1725852270.5907059,87.56
1725852270.691314,82.62
1725852270.7915118,77.68
1725852270.8916478,74.59
1725852270.9921696,70.27
1725852271.0925028,65.95
1725852271.1933768,62.24
1725852271.293965,57.30
1725852271.3949625,53.60
1725852271.4949641,50.51
1725852271.595367,46.80
1725852271.6961498,44.95
1725852271.7962217,44.95
1725852271.8968115,40.01
1725852271.9969175,35.07
1725852272.0975413,29.51
1725852272.1976173,27.04
1725852272.297681,25.19
1725852272.3982773,23.96
1725852272.4991837,23.34
1725852272.5997624,22.72
1725852272.7007582,22.10
1725852272.8015003,22.72
1725852272.9016182,28.28
1725852273.0016713,30.13
1725852273.1023173,33.84
1725852273.2032416,37.54
1725852273.303338,40.63
1725852273.403947,43.72
1725852273.5047424,44.95
1725852273.6047835,46.19
1725852273.7055938,47.42
1725852273.8065891,49.27
1725852273.9075854,52.98
1725852274.0076177,58.54
1725852274.1079454,62.24
1725852274.2085428,65.95
1725852274.3085444,71.50
1725852274.4092622,75.83
1725852274.5094783,79.53
1725852274.609531,83.23
1725852274.7098997,86.32
1725852274.8108041,87.56
1725852274.911458,87.56
1725852275.0124345,87.56
1725852275.1134315,87.56
1725852275.2144296,87.56
1725852275.3153985,88.17
1725852275.4155643,90.03
1725852275.5162501,92.50
1725852275.617227,92.50
1725852275.717828,92.50
1725852275.8178568,94.35
1725852275.9188566,98.05
1725852276.018955,99.91
1725852276.1198118,100.52
1725852276.2203853,98.05
1725852276.320442,93.73
1725852276.421243,89.41
1725852276.5213633,85.09
1725852276.6216714,82.00
1725852276.722487,78.30
1725852276.8226109,75.21
1725852276.9236174,71.50
1725852277.024181,68.42
1725852277.124209,66.56
1725852277.2242115,64.71
1725852277.3251805,62.24
1725852277.4252636,60.39
1725852277.5262616,58.54
1725852277.6272585,57.92
1725852277.7272587,57.92
1725852277.8272593,57.92
1725852277.9277782,57.92
1725852278.02778,57.92
1725852278.128025,57.92
1725852278.2282915,58.54
1725852278.3283563,58.54
1725852278.4287763,58.54
1725852278.5294416,58.54
1725852278.6304135,57.30
1725852278.731954,54.83
1725852278.8319738,51.13
1725852278.9325662,49.27
1725852279.0325668,49.27
1725852279.1325676,49.27
1725852279.2327275,49.27
1725852279.332728,49.27
1725852279.4334466,49.27
1725852279.53346,45.57
1725852279.6336322,43.10
1725852279.7336617,42.48
1725852279.834661,42.48
1725852279.9356303,41.25
1725852280.0360577,40.63
1725852280.1360886,36.92
1725852280.2370605,34.45
1725852280.3375623,33.84
1725852280.4377542,32.60
1725852280.5379353,30.13
1725852280.6388552,28.28
1725852280.7396207,27.66
1725852280.83985,28.90
1725852280.9405904,34.45
1725852281.0406537,39.39
1725852281.1412885,41.86
1725852281.2413144,43.72
1725852281.3420663,44.95
1725852281.442448,45.57
1725852281.5424547,46.19
1725852281.643141,46.19
1725852281.743884,46.19
1725852281.8438861,46.19
1725852281.9439158,46.19
1725852282.0442743,46.80
1725852282.1443238,47.42
1725852282.2443273,48.66
1725852282.3448923,49.89
1725852282.4450185,52.36
1725852282.5450492,54.21
1725852282.6460207,55.45
1725852282.7461398,55.45
1725852282.8461409,55.45
1725852282.946908,55.45
1725852283.0469391,55.45
1725852283.1474996,55.45
1725852283.2481027,56.07
1725852283.3483036,56.07
1725852283.4486332,56.07
1725852283.5486655,56.07
1725852283.6489875,56.07
1725852283.7495873,56.07
